"","rename","Species","names"
"740","Neisseriaceae_Neisseria_JF204255.1.1359","uncultured bacterium","JF204255.1.1359_beta_extraction"
"741","Neisseriaceae_Neisseria_KF101195.1.1363","uncultured bacterium","KF101195.1.1363_beta_extraction"
"742","Neisseriaceae_Neisseria_AY064548.1.1363","Neisseria sp. CCUG 45853","AY064548.1.1363_beta_extraction"
"743","Neisseriaceae_uncultured_JF218719.1.1364","uncultured bacterium","JF218719.1.1364_beta_extraction"
"744","Neisseriaceae_Neisseria_JQ451063.1.1393","uncultured bacterium","JQ451063.1.1393_beta_extraction"
"745","Neisseriaceae_uncultured_FPLS01006936.16.1543","metagenome","FPLS01006936.16.1543_beta_extraction"
"746","Neisseriaceae_Snodgrassella_DQ837617.1.1347","uncultured beta proteobacterium","DQ837617.1.1347_beta_extraction"
"747","Neisseriaceae_Neisseria_JQ452795.1.1389","uncultured bacterium","JQ452795.1.1389_beta_extraction"
"748","Neisseriaceae_Neisseria_JQ452703.1.1397","uncultured bacterium","JQ452703.1.1397_beta_extraction"
"749","Neisseriaceae_Kingella_JQ462061.1.1405","uncultured bacterium","JQ462061.1.1405_beta_extraction"
"750","Neisseriaceae_Conchiformibius_JN713445.1.1498","Conchiformibius steedae","JN713445.1.1498_beta_extraction"
"751","Neisseriaceae_Neisseria_JQ454641.1.1400","uncultured bacterium","JQ454641.1.1400_beta_extraction"
"752","Neisseriaceae_Neisseria_JQ446850.1.1405","uncultured bacterium","JQ446850.1.1405_beta_extraction"
"753","Neisseriaceae_Neisseria_JQ468578.1.1399","uncultured bacterium","JQ468578.1.1399_beta_extraction"
"754","Neisseriaceae_Neisseria_JQ471014.1.1410","uncultured bacterium","JQ471014.1.1410_beta_extraction"
"755","Neisseriaceae_Neisseria_JF216649.1.1362","uncultured bacterium","JF216649.1.1362_beta_extraction"
"756","Neisseriaceae_Neisseria_JQ452420.1.1366","uncultured bacterium","JQ452420.1.1366_beta_extraction"
"757","Neisseriaceae_Neisseria_JQ453373.1.1411","uncultured bacterium","JQ453373.1.1411_beta_extraction"
"758","Neisseriaceae_Neisseria_HM287286.1.1362","uncultured bacterium","HM287286.1.1362_beta_extraction"
"759","Neisseriaceae_Neisseria_AJ239288.1.1355","Neisseria animalis","AJ239288.1.1355_beta_extraction"
"760","Neisseriaceae_uncultured_HQ399998.1.1506","uncultured rumen bacterium","HQ399998.1.1506_beta_extraction"
"761","Neisseriaceae_Conchiformibius_JQ456381.1.1397","uncultured bacterium","JQ456381.1.1397_beta_extraction"
"762","Neisseriaceae_Neisseria_AY005025.1.1501","Neisseria sp. oral clone AP015","AY005025.1.1501_beta_extraction"
"763","Neisseriaceae_Neisseria_JQ452432.1.1407","uncultured bacterium","JQ452432.1.1407_beta_extraction"
"764","Neisseriaceae_uncultured_JF235176.1.1366","uncultured bacterium","JF235176.1.1366_beta_extraction"
"765","Neisseriaceae_uncultured_DQ984558.1.1486","uncultured bacterium","DQ984558.1.1486_beta_extraction"
"766","Neisseriaceae_Neisseria_JF161589.1.1359","uncultured bacterium","JF161589.1.1359_beta_extraction"
"767","Neisseriaceae_Conchiformibius_JN713447.1.1498","Conchiformibius steedae","JN713447.1.1498_beta_extraction"
"768","Neisseriaceae_Kingella_JQ463712.1.1419","uncultured bacterium","JQ463712.1.1419_beta_extraction"
"769","Neisseriaceae_Neisseria_JQ465865.1.1416","uncultured bacterium","JQ465865.1.1416_beta_extraction"
"770","Neisseriaceae_Neisseria_FM873893.1.1493","uncultured bacterium","FM873893.1.1493_beta_extraction"
"771","Neisseriaceae_Neisseria_JF144650.1.1360","uncultured bacterium","JF144650.1.1360_beta_extraction"
"772","Neisseriaceae_Neisseria_HM315509.1.1363","uncultured bacterium","HM315509.1.1363_beta_extraction"
"773","Neisseriaceae_Neisseria_FJ763637.1.1406","Neisseria skkuensis","FJ763637.1.1406_beta_extraction"
"774","Neisseriaceae_Neisseria_JQ453427.1.1403","uncultured bacterium","JQ453427.1.1403_beta_extraction"
"775","Neisseriaceae_Kingella_JQ455351.1.1407","uncultured bacterium","JQ455351.1.1407_beta_extraction"
"776","Neisseriaceae_Neisseria_JQ452794.1.1392","uncultured bacterium","JQ452794.1.1392_beta_extraction"
"777","Neisseriaceae_Neisseria_JQ451937.1.1400","uncultured bacterium","JQ451937.1.1400_beta_extraction"
"778","Neisseriaceae_Neisseria_JQ467313.1.1410","uncultured bacterium","JQ467313.1.1410_beta_extraction"
"779","Neisseriaceae_Neisseria_KF101272.1.1368","uncultured bacterium","KF101272.1.1368_beta_extraction"
"780","Neisseriaceae_Neisseria_JQ454683.1.1407","uncultured bacterium","JQ454683.1.1407_beta_extraction"
"781","Neisseriaceae_Neisseria_JQ452015.1.1405","uncultured bacterium","JQ452015.1.1405_beta_extraction"
"782","Neisseriaceae_uncultured_JF227016.1.1364","uncultured bacterium","JF227016.1.1364_beta_extraction"
"783","Neisseriaceae_Neisseria_KF098548.1.1362","uncultured bacterium","KF098548.1.1362_beta_extraction"
"784","Neisseriaceae_Neisseria_JQ455324.1.1373","uncultured bacterium","JQ455324.1.1373_beta_extraction"
"785","Neisseriaceae_Neisseria_JQ452003.1.1406","uncultured bacterium","JQ452003.1.1406_beta_extraction"
"786","Neisseriaceae_Neisseria_JQ451099.1.1398","uncultured bacterium","JQ451099.1.1398_beta_extraction"
"787","Neisseriaceae_Neisseria_FJ191572.1.1457","uncultured Neisseria sp.","FJ191572.1.1457_beta_extraction"
"788","Neisseriaceae_Neisseria_JF152348.1.1364","uncultured bacterium","JF152348.1.1364_beta_extraction"
"789","Neisseriaceae_Neisseria_JF074394.1.1365","uncultured bacterium","JF074394.1.1365_beta_extraction"
"790","Neisseriaceae_Neisseria_AY005024.1.1501","Neisseria sp. oral clone AP067","AY005024.1.1501_beta_extraction"
"791","Neisseriaceae_Neisseria_CP019894.1973977.1975527","Neisseria lactamica","CP019894.1973977.1975527_beta_extraction"
"792","Neisseriaceae_Kingella_AF366267.1.1441","uncultured Kingella sp.","AF366267.1.1441_beta_extraction"
"793","Neisseriaceae_uncultured_JF228669.1.1360","uncultured bacterium","JF228669.1.1360_beta_extraction"
"794","Neisseriaceae_Neisseria_JQ204635.1.1366","uncultured bacterium","JQ204635.1.1366_beta_extraction"
"795","Neisseriaceae_Neisseria_JQ455165.1.1400","uncultured bacterium","JQ455165.1.1400_beta_extraction"
"796","Neisseriaceae_uncultured_FJ946607.1.1290","uncultured beta proteobacterium",NA
"797","Neisseriaceae_Neisseria_JF189442.1.1362","uncultured bacterium","JF189442.1.1362_beta_extraction"
"798","Neisseriaceae_Neisseria_JQ467219.1.1407","uncultured bacterium","JQ467219.1.1407_beta_extraction"
"799","Neisseriaceae_Neisseria_JQ447829.1.1399","uncultured bacterium","JQ447829.1.1399_beta_extraction"
"800","Neisseriaceae_Conchiformibius_JN713455.1.1494","Conchiformibius sp. canine oral taxon 289","JN713455.1.1494_beta_extraction"
"801","Neisseriaceae_Neisseria_JQ467369.1.1390","uncultured bacterium","JQ467369.1.1390_beta_extraction"
"802","Neisseriaceae_Neisseria_LGZA01000056.4306.5856","Neisseria sp. 74A18","LGZA01000056.4306.5856_beta_extraction"
"803","Neisseriaceae_Eikenella_JQ450662.1.1390","uncultured bacterium","JQ450662.1.1390_beta_extraction"
"804","Neisseriaceae_Neisseria_JQ206106.1.1357","uncultured bacterium","JQ206106.1.1357_beta_extraction"
"805","Neisseriaceae_Kingella_JQ466455.1.1389","uncultured bacterium","JQ466455.1.1389_beta_extraction"
"806","Neisseriaceae_Kingella_JQ462177.1.1401","uncultured bacterium","JQ462177.1.1401_beta_extraction"
"807","Neisseriaceae_uncultured_JF178540.1.1361","uncultured bacterium","JF178540.1.1361_beta_extraction"
"808","Neisseriaceae_Kingella_JQ465224.1.1382","uncultured bacterium","JQ465224.1.1382_beta_extraction"
"809","Neisseriaceae_Neisseria_JQ452072.1.1400","uncultured bacterium","JQ452072.1.1400_beta_extraction"
"810","Neisseriaceae_Neisseria_KR870885.1.1478","uncultured Neisseria sp.","KR870885.1.1478_beta_extraction"
"811","Neisseriaceae_uncultured_GU303403.1.1518","uncultured rumen bacterium","GU303403.1.1518_beta_extraction"
"812","Neisseriaceae_Kingella_JQ462231.1.1401","uncultured bacterium","JQ462231.1.1401_beta_extraction"
"813","Neisseriaceae_Neisseria_JQ455989.1.1398","uncultured bacterium","JQ455989.1.1398_beta_extraction"
"814","Neisseriaceae_Kingella_JQ466072.1.1378","uncultured bacterium","JQ466072.1.1378_beta_extraction"
"815","Neisseriaceae_Neisseria_JQ453497.1.1364","uncultured bacterium",NA
"816","Neisseriaceae_Neisseria_JQ455657.1.1450","uncultured bacterium","JQ455657.1.1450_beta_extraction"
"817","Neisseriaceae_Neisseria_FJ192101.1.1459","uncultured Neisseria sp.","FJ192101.1.1459_beta_extraction"
"818","Neisseriaceae_Neisseria_JQ453462.1.1412","uncultured bacterium","JQ453462.1.1412_beta_extraction"
"819","Neisseriaceae_Neisseria_JQ451997.1.1369","uncultured bacterium","JQ451997.1.1369_beta_extraction"
"820","Neisseriaceae_uncultured_KF083470.1.1362","uncultured bacterium","KF083470.1.1362_beta_extraction"
"821","Neisseriaceae_Neisseria_JQ456266.1.1391","uncultured bacterium","JQ456266.1.1391_beta_extraction"
"822","Neisseriaceae_Eikenella_JQ454658.1.1394","uncultured bacterium","JQ454658.1.1394_beta_extraction"
"823","Neisseriaceae_uncultured_LN613031.1.1501","uncultured rumen bacterium","LN613031.1.1501_beta_extraction"
"824","Neisseriaceae_Neisseria_JQ449628.1.1405","uncultured bacterium","JQ449628.1.1405_beta_extraction"
"825","Neisseriaceae_Neisseria_FJ193678.1.1519","uncultured Neisseria sp.","FJ193678.1.1519_beta_extraction"
"826","Neisseriaceae_Neisseria_KF098483.1.1363","uncultured bacterium","KF098483.1.1363_beta_extraction"
"827","Neisseriaceae_Neisseria_JQ979306.1.1540","Neisseria zoodegmatis","JQ979306.1.1540_beta_extraction"
"828","Neisseriaceae_Snodgrassella_CP007446.338081.339623","Snodgrassella alvi wkB2","CP007446.338081.339623_beta_extraction"
"829","Neisseriaceae_uncultured_FM872796.1.1497","uncultured bacterium","FM872796.1.1497_beta_extraction"
"830","Neisseriaceae_Neisseria_JF168785.1.1362","uncultured bacterium","JF168785.1.1362_beta_extraction"
"831","Neisseriaceae_Neisseria_HM328293.1.1364","uncultured bacterium","HM328293.1.1364_beta_extraction"
"832","Neisseriaceae_Neisseria_JQ449824.1.1401","uncultured bacterium","JQ449824.1.1401_beta_extraction"
"833","Neisseriaceae_Neisseria_JF188532.1.1361","uncultured bacterium","JF188532.1.1361_beta_extraction"
"834","Neisseriaceae_Neisseria_JQ453192.1.1389","uncultured bacterium","JQ453192.1.1389_beta_extraction"
"835","Neisseriaceae_uncultured_FPLS01006563.10.1527","metagenome","FPLS01006563.10.1527_beta_extraction"
"836","Neisseriaceae_Neisseria_JQ452618.1.1417","uncultured bacterium","JQ452618.1.1417_beta_extraction"
"837","Neisseriaceae_Neisseria_JQ467381.1.1370","uncultured bacterium","JQ467381.1.1370_beta_extraction"
"838","Neisseriaceae_Neisseria_JQ452976.1.1408","uncultured bacterium","JQ452976.1.1408_beta_extraction"
"839","Neisseriaceae_Neisseria_JQ453335.1.1361","uncultured bacterium","JQ453335.1.1361_beta_extraction"
"840","Neisseriaceae_uncultured_KF066545.1.1368","uncultured bacterium","KF066545.1.1368_beta_extraction"
"841","Neisseriaceae_uncultured_JF158661.1.1363","uncultured bacterium","JF158661.1.1363_beta_extraction"
"842","Neisseriaceae_Neisseria_KF100981.1.1359","uncultured bacterium","KF100981.1.1359_beta_extraction"
"843","Neisseriaceae_Neisseria_JQ471045.1.1416","uncultured bacterium","JQ471045.1.1416_beta_extraction"
"844","Neisseriaceae_Neisseria_FJ191875.1.1437","uncultured Neisseria sp.","FJ191875.1.1437_beta_extraction"
"845","Neisseriaceae_Neisseria_FJ191619.1.1456","uncultured Neisseria sp.","FJ191619.1.1456_beta_extraction"
"846","Neisseriaceae_Kingella_JQ455229.1.1403","uncultured bacterium","JQ455229.1.1403_beta_extraction"
"847","Neisseriaceae_Kingella_JQ467413.1.1392","uncultured bacterium","JQ467413.1.1392_beta_extraction"
"848","Neisseriaceae_Neisseria_FEXI01000003.485.1989","Neisseria meningitidis","FEXI01000003.485.1989_beta_extraction"
"849","Neisseriaceae_Kingella_JQ466656.1.1409","uncultured bacterium","JQ466656.1.1409_beta_extraction"
"850","Neisseriaceae_Kingella_JQ462076.1.1401","uncultured bacterium","JQ462076.1.1401_beta_extraction"
"851","Neisseriaceae_Neisseria_JRFG01000011.1052166.1053721","Neisseria meningitidis","JRFG01000011.1052166.1053721_beta_extraction"
"852","Neisseriaceae_Neisseria_JF155098.1.1362","uncultured bacterium","JF155098.1.1362_beta_extraction"
"853","Neisseriaceae_Neisseria_FJ557362.1.1364","uncultured bacterium","FJ557362.1.1364_beta_extraction"
"854","Neisseriaceae_Vitreoscilla_FPLP01002462.17.1534","metagenome","FPLP01002462.17.1534_beta_extraction"
"855","Neisseriaceae_Neisseria_JQ466253.1.1404","uncultured bacterium","JQ466253.1.1404_beta_extraction"
"856","Neisseriaceae_Neisseria_JQ453106.1.1391","uncultured bacterium","JQ453106.1.1391_beta_extraction"
"857","Neisseriaceae_Conchiformibius_JQ205385.1.1360","uncultured bacterium","JQ205385.1.1360_beta_extraction"
"858","Neisseriaceae_Neisseria_FJ192106.1.1462","uncultured Neisseria sp.","FJ192106.1.1462_beta_extraction"
"859","Neisseriaceae_Neisseria_CP009419.330509.332062","Neisseria meningitidis M7124","CP009419.330509.332062_beta_extraction"
"860","Neisseriaceae_Neisseria_GQ020152.1.1362","uncultured bacterium","GQ020152.1.1362_beta_extraction"
"861","Neisseriaceae_Neisseria_JQ453176.1.1416","uncultured bacterium","JQ453176.1.1416_beta_extraction"
"862","Neisseriaceae_Snodgrassella_HM108670.1.1499","uncultured Neisseriaceae bacterium","HM108670.1.1499_beta_extraction"
"863","Neisseriaceae_Neisseria_FJ193127.1.1422","uncultured bacterium","FJ193127.1.1422_beta_extraction"
"864","Neisseriaceae_Neisseria_JQ450855.1.1402","uncultured bacterium","JQ450855.1.1402_beta_extraction"
"865","Neisseriaceae_Snodgrassella_HM108726.1.1499","uncultured Neisseriaceae bacterium","HM108726.1.1499_beta_extraction"
"866","Neisseriaceae_Neisseria_JF091434.1.1363","uncultured bacterium","JF091434.1.1363_beta_extraction"
"867","Neisseriaceae_Neisseria_HQ812219.1.1464","uncultured organism","HQ812219.1.1464_beta_extraction"
"868","Neisseriaceae_Neisseria_JQ449244.1.1398","uncultured bacterium","JQ449244.1.1398_beta_extraction"
"869","Neisseriaceae_Conchiformibius_JF175041.1.1356","uncultured bacterium","JF175041.1.1356_beta_extraction"
"870","Neisseriaceae_Neisseria_JQ455475.1.1390","uncultured bacterium","JQ455475.1.1390_beta_extraction"
"871","Neisseriaceae_Kingella_JQ453299.1.1404","uncultured bacterium","JQ453299.1.1404_beta_extraction"
"872","Neisseriaceae_Neisseria_JQ451963.1.1388","uncultured bacterium","JQ451963.1.1388_beta_extraction"
"873","Neisseriaceae_Neisseria_JQ448698.1.1374","uncultured bacterium","JQ448698.1.1374_beta_extraction"
"874","Neisseriaceae_Neisseria_JF152769.1.1362","uncultured bacterium","JF152769.1.1362_beta_extraction"
"875","Neisseriaceae_Neisseria_JQ447399.1.1397","uncultured bacterium","JQ447399.1.1397_beta_extraction"
"876","Neisseriaceae_Neisseria_HQ844241.1.1392","bacterium p07","HQ844241.1.1392_beta_extraction"
"877","Neisseriaceae_Neisseria_JQ454994.1.1387","uncultured bacterium","JQ454994.1.1387_beta_extraction"
"878","Neisseriaceae_Vitreoscilla_KF186671.1.1433","Vitreoscilla sp. SIS 11","KF186671.1.1433_beta_extraction"
"879","Neisseriaceae_Neisseria_KJ585681.1.1452","Neisseria cinerea","KJ585681.1.1452_beta_extraction"
"880","Neisseriaceae_uncultured_HQ400307.1.1519","uncultured rumen bacterium","HQ400307.1.1519_beta_extraction"
"881","Neisseriaceae_Neisseria_JQ464630.1.1408","uncultured bacterium","JQ464630.1.1408_beta_extraction"
"882","Neisseriaceae_Kingella_JQ462075.1.1408","uncultured bacterium","JQ462075.1.1408_beta_extraction"
"883","Neisseriaceae_Neisseria_GU395611.1.1546","Neisseria gonorrhoeae","GU395611.1.1546_beta_extraction"
"884","Neisseriaceae_Neisseria_JQ453410.1.1382","uncultured bacterium","JQ453410.1.1382_beta_extraction"
"885","Neisseriaceae_Neisseria_JF191442.1.1362","uncultured bacterium","JF191442.1.1362_beta_extraction"
"886","Neisseriaceae_Neisseria_JQ455329.1.1391","uncultured bacterium","JQ455329.1.1391_beta_extraction"
"887","Neisseriaceae_Neisseria_JF140893.1.1362","uncultured bacterium","JF140893.1.1362_beta_extraction"
"888","Neisseriaceae_Neisseria_JQ452770.1.1402","uncultured bacterium","JQ452770.1.1402_beta_extraction"
"889","Neisseriaceae_Snodgrassella_HM108694.1.1498","uncultured Neisseriaceae bacterium","HM108694.1.1498_beta_extraction"
"890","Neisseriaceae_Neisseria_JQ455546.1.1388","uncultured bacterium","JQ455546.1.1388_beta_extraction"
"891","Neisseriaceae_Neisseria_JF222370.1.1365","uncultured bacterium","JF222370.1.1365_beta_extraction"
"892","Neisseriaceae_Neisseria_JQ451939.1.1271","uncultured bacterium","JQ451939.1.1271_beta_extraction"
"893","Neisseriaceae_Vitreoscilla_CZPV01000004.93606.95123","Vitreoscilla sp. SN6",NA
"894","Neisseriaceae_Neisseria_JQ452826.1.1401","uncultured bacterium","JQ452826.1.1401_beta_extraction"
"895","Neisseriaceae_Neisseria_FJ192856.1.1472","uncultured Neisseria sp.","FJ192856.1.1472_beta_extraction"
"896","Neisseriaceae_Neisseria_KF100873.1.1365","uncultured bacterium","KF100873.1.1365_beta_extraction"
"897","Neisseriaceae_Neisseria_JQ453266.1.1420","uncultured bacterium","JQ453266.1.1420_beta_extraction"
"898","Neisseriaceae_uncultured_GU303182.1.1505","uncultured rumen bacterium","GU303182.1.1505_beta_extraction"
"899","Neisseriaceae_Neisseria_JQ453403.1.1389","uncultured bacterium","JQ453403.1.1389_beta_extraction"
"900","Neisseriaceae_Kingella_HM329409.1.1360","uncultured bacterium","HM329409.1.1360_beta_extraction"
"901","Neisseriaceae_Neisseria_JQ453386.1.1398","uncultured bacterium","JQ453386.1.1398_beta_extraction"
"902","Neisseriaceae_Neisseria_HM299531.1.1362","uncultured bacterium","HM299531.1.1362_beta_extraction"
"903","Neisseriaceae_Alysiella_AY349381.1.1530","Kingella sp. oral clone ID059","AY349381.1.1530_beta_extraction"
"904","Neisseriaceae_uncultured_KF944996.1.1225","uncultured beta proteobacterium","KF944996.1.1225_beta_extraction"
"905","Neisseriaceae_Neisseria_JQ471150.1.1400","uncultured bacterium","JQ471150.1.1400_beta_extraction"
"906","Neisseriaceae_uncultured_KF101807.1.1361","uncultured bacterium","KF101807.1.1361_beta_extraction"
"907","Neisseriaceae_Neisseria_HM329497.1.1364","uncultured bacterium","HM329497.1.1364_beta_extraction"
"908","Neisseriaceae_Neisseria_JF198658.1.1361","uncultured bacterium","JF198658.1.1361_beta_extraction"
"909","Neisseriaceae_Kingella_JQ464568.1.1405","uncultured bacterium","JQ464568.1.1405_beta_extraction"
"910","Neisseriaceae_Neisseria_JQ453256.1.1382","uncultured bacterium","JQ453256.1.1382_beta_extraction"
"911","Neisseriaceae_Neisseria_JQ451693.1.1401","uncultured bacterium","JQ451693.1.1401_beta_extraction"
"912","Neisseriaceae_Kingella_JQ467288.1.1404","uncultured bacterium","JQ467288.1.1404_beta_extraction"
"913","Neisseriaceae_Neisseria_FJ191691.1.1446","uncultured Neisseria sp.","FJ191691.1.1446_beta_extraction"
"914","Neisseriaceae_Neisseria_JRET01000010.4268.5823","Neisseria meningitidis","JRET01000010.4268.5823_beta_extraction"
"915","Neisseriaceae_uncultured_GU303230.1.1523","uncultured rumen bacterium","GU303230.1.1523_beta_extraction"
"916","Neisseriaceae_Conchiformibius_HM335479.1.1358","uncultured bacterium","HM335479.1.1358_beta_extraction"
"917","Neisseriaceae_Neisseria_JQ467333.1.1399","uncultured bacterium","JQ467333.1.1399_beta_extraction"
"918","Neisseriaceae_Neisseria_JQ450853.1.1406","uncultured bacterium","JQ450853.1.1406_beta_extraction"
"919","Neisseriaceae_Neisseria_JQ455196.1.1408","uncultured bacterium","JQ455196.1.1408_beta_extraction"
"920","Neisseriaceae_Neisseria_JQ460072.1.1318","uncultured bacterium","JQ460072.1.1318_beta_extraction"
"921","Neisseriaceae_Neisseria_JF104647.1.1363","uncultured bacterium","JF104647.1.1363_beta_extraction"
"922","Neisseriaceae_Eikenella_HK556063.10.1531","unidentified","HK556063.10.1531_beta_extraction"
"923","Neisseriaceae_Neisseria_GU227231.1.1463","uncultured Kingella sp.","GU227231.1.1463_beta_extraction"
"924","Neisseriaceae_Neisseria_JQ454564.1.1395","uncultured bacterium","JQ454564.1.1395_beta_extraction"
"925","Neisseriaceae_Neisseria_FJ191681.1.1448","uncultured Neisseria sp.","FJ191681.1.1448_beta_extraction"
"926","Neisseriaceae_Kingella_JQ464062.1.1399","uncultured bacterium","JQ464062.1.1399_beta_extraction"
"927","Neisseriaceae_Neisseria_FM997627.1.1443","uncultured bacterium","FM997627.1.1443_beta_extraction"
"928","Neisseriaceae_Neisseria_GU227227.1.1463","uncultured Kingella sp.","GU227227.1.1463_beta_extraction"
"929","Neisseriaceae_Neisseria_JF189558.1.1362","uncultured bacterium","JF189558.1.1362_beta_extraction"
"930","Neisseriaceae_Neisseria_HK556626.10.1530","unidentified","HK556626.10.1530_beta_extraction"
"931","Neisseriaceae_Neisseria_JQ457044.1.1397","uncultured bacterium","JQ457044.1.1397_beta_extraction"
"932","Neisseriaceae_Neisseria_JQ451101.1.1413","uncultured bacterium","JQ451101.1.1413_beta_extraction"
"933","Neisseriaceae_Neisseria_JQ449836.1.1298","uncultured bacterium",NA
"934","Neisseriaceae_Neisseria_JQ456045.1.1398","uncultured bacterium","JQ456045.1.1398_beta_extraction"
"935","Neisseriaceae_Kingella_JQ461712.1.1399","uncultured bacterium","JQ461712.1.1399_beta_extraction"
"936","Neisseriaceae_Neisseria_JQ453283.1.1399","uncultured bacterium","JQ453283.1.1399_beta_extraction"
"937","Neisseriaceae_Neisseria_JF197004.1.1361","uncultured bacterium","JF197004.1.1361_beta_extraction"
"938","Neisseriaceae_Kingella_JQ466953.1.1405","uncultured bacterium","JQ466953.1.1405_beta_extraction"
"939","Neisseriaceae_Neisseria_JQ455607.1.1391","uncultured bacterium","JQ455607.1.1391_beta_extraction"
"940","Neisseriaceae_Kingella_JQ476922.1.1397","uncultured bacterium","JQ476922.1.1397_beta_extraction"
"941","Neisseriaceae_Neisseria_GQ088057.1.1364","uncultured bacterium","GQ088057.1.1364_beta_extraction"
"942","Neisseriaceae_Neisseria_JF144620.1.1363","uncultured bacterium","JF144620.1.1363_beta_extraction"
"943","Neisseriaceae_Neisseria_JQ453400.1.1392","uncultured bacterium","JQ453400.1.1392_beta_extraction"
"944","Neisseriaceae_Neisseria_JQ454808.1.1402","uncultured bacterium","JQ454808.1.1402_beta_extraction"
"945","Neisseriaceae_Neisseria_LN623629.1.1357","Neisseria sp. 260","LN623629.1.1357_beta_extraction"
"946","Neisseriaceae_Neisseria_JRFG01000002.152764.154301","Neisseria meningitidis","JRFG01000002.152764.154301_beta_extraction"
"947","Neisseriaceae_Neisseria_CP007726.155253.156806","Neisseria elongata subsp. glycolytica ATCC 29315","CP007726.155253.156806_beta_extraction"
"948","Neisseriaceae_Neisseria_JQ451376.1.1382","uncultured bacterium","JQ451376.1.1382_beta_extraction"
"949","Neisseriaceae_Neisseria_KF102501.1.1365","uncultured bacterium","KF102501.1.1365_beta_extraction"
"950","Neisseriaceae_uncultured_KF071438.1.1365","uncultured bacterium","KF071438.1.1365_beta_extraction"
"951","Neisseriaceae_uncultured_FJ517739.1.1496","uncultured beta proteobacterium","FJ517739.1.1496_beta_extraction"
"952","Neisseriaceae_uncultured_LN612859.1.1465","uncultured rumen bacterium","LN612859.1.1465_beta_extraction"
"953","Neisseriaceae_Kingella_JQ466066.1.1380","uncultured bacterium","JQ466066.1.1380_beta_extraction"
"954","Neisseriaceae_Neisseria_GU233442.1.1479","Neisseria iguanae","GU233442.1.1479_beta_extraction"
"955","Neisseriaceae_Neisseria_JQ450176.1.1379","uncultured bacterium","JQ450176.1.1379_beta_extraction"
"956","Neisseriaceae_Neisseria_JQ453445.1.1411","uncultured bacterium","JQ453445.1.1411_beta_extraction"
"957","Neisseriaceae_Neisseria_HQ717295.1.1303","Neisseria sp. C6I4","HQ717295.1.1303_beta_extraction"
"958","Neisseriaceae_Neisseria_KF088539.1.1366","uncultured bacterium","KF088539.1.1366_beta_extraction"
"959","Neisseriaceae_Kingella_KF101476.1.1367","uncultured bacterium","KF101476.1.1367_beta_extraction"
"960","Neisseriaceae_uncultured_JF090348.1.1365","uncultured bacterium","JF090348.1.1365_beta_extraction"
"961","Neisseriaceae_Neisseria_JQ468535.1.1407","uncultured bacterium","JQ468535.1.1407_beta_extraction"
"962","Neisseriaceae_Neisseria_JQ456257.1.1387","uncultured bacterium","JQ456257.1.1387_beta_extraction"
"963","Neisseriaceae_Neisseria_AGAZ01000083.4364.5892","Neisseria wadsworthii 9715","AGAZ01000083.4364.5892_beta_extraction"
"964","Neisseriaceae_Kingella_JQ466891.1.1404","uncultured bacterium","JQ466891.1.1404_beta_extraction"
"965","Neisseriaceae_Neisseria_JQ461480.1.1405","uncultured bacterium","JQ461480.1.1405_beta_extraction"
"966","Neisseriaceae_Neisseria_KF098528.1.1364","uncultured bacterium","KF098528.1.1364_beta_extraction"
"967","Neisseriaceae_Neisseria_FJ191832.1.1459","uncultured Neisseria sp.","FJ191832.1.1459_beta_extraction"
"968","Neisseriaceae_Neisseria_FJ192490.1.1468","uncultured Neisseria sp.","FJ192490.1.1468_beta_extraction"
"969","Neisseriaceae_Neisseria_JQ448786.1.1407","uncultured bacterium","JQ448786.1.1407_beta_extraction"
"970","Neisseriaceae_Kingella_DQ003616.1.1463","Kingella genomosp. P1 oral cone MB2_C20","DQ003616.1.1463_beta_extraction"
"971","Neisseriaceae_Neisseria_JQ452444.1.1376","uncultured bacterium","JQ452444.1.1376_beta_extraction"
"972","Neisseriaceae_Neisseria_JQ451231.1.1405","uncultured bacterium","JQ451231.1.1405_beta_extraction"
"973","Neisseriaceae_uncultured_HM339760.1.1363","uncultured bacterium","HM339760.1.1363_beta_extraction"
"974","Neisseriaceae_Neisseria_GU121411.1.1455","Neisseria sp. BNO09-3","GU121411.1.1455_beta_extraction"
"975","Neisseriaceae_Neisseria_JQ471313.1.1399","uncultured bacterium","JQ471313.1.1399_beta_extraction"
"976","Neisseriaceae_Neisseria_JF159899.1.1363","uncultured bacterium","JF159899.1.1363_beta_extraction"
"977","Neisseriaceae_Neisseria_MTBL01000054.4414.5964","Neisseria canis","MTBL01000054.4414.5964_beta_extraction"
"978","Neisseriaceae_Neisseria_HM293660.1.1365","uncultured bacterium","HM293660.1.1365_beta_extraction"
"979","Neisseriaceae_Conchiformibius_GQ111120.1.1363","uncultured bacterium","GQ111120.1.1363_beta_extraction"
"980","Neisseriaceae_uncultured_JF100260.1.1363","uncultured bacterium","JF100260.1.1363_beta_extraction"
"981","Neisseriaceae_Neisseria_KF098358.1.1361","uncultured bacterium","KF098358.1.1361_beta_extraction"
"982","Neisseriaceae_Neisseria_KR870882.1.1481","uncultured Neisseria sp.","KR870882.1.1481_beta_extraction"
"983","Neisseriaceae_Neisseria_JF196999.1.1361","uncultured bacterium","JF196999.1.1361_beta_extraction"
